,,Enrichment,Enrichment,Enrichment,Enrichment,Enrichment,Enrichment,Enrichment,Enrichment
,,AUC,NES,MotifSimilarityQvalue,OrthologousIdentity,Annotation,Context,TargetGenes,RankAtMax
TF,MotifID,,,,,,,,
GATA6,tfdimers__MD00401,0.1298093831328691,3.3104174296149793,9.84335e-08,1.0,motif similar to tfdimers__MD00562 ('M00025_forward_24_M00789_forward dimer: Elk-1 / GATA'; q-value = 9.84e-08) which is directly annotated,"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'top10perTarget', 'activating'})","[('SLC44A5', 0.359880780483365), ('TTLL7', 0.8976656742545183), ('CACHD1', 1.53186759636724), ('FOXA3', 5.122198989565831), ('YAP1', 0.42080942494891954)]",1198
HNF1B,metacluster_74.6,0.14837129752001865,3.68100913815902,1.43528e-06,1.0,motif similar to tfdimers__MD00328 ('M00790_forward_8_M00775_forward dimer: HNF1 / NF-Y'; q-value = 1.44e-06) which is directly annotated,"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'top10perTarget', 'activating'})","[('PRDM16', 0.6762327077861399), ('AJAP1', 1.2803423907849778), ('RXRA', 1.997411413826097), ('SMAD3', 0.34594516603131115), ('TMEM51', 2.6978776094190646), ('NR5A2', 0.3954055522573909), ('HSPA6', 1.1249304563444695)]",853
HNF1B,tfdimers__MD00108,0.13414444530824846,3.1749329377074633,1.63521e-07,1.0,motif similar to tfdimers__MD00416 ('M00790_forward_6_M00790_reverse dimer: HNF1 / HNF1'; q-value = 1.64e-07) which is directly annotated,"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'top10perTarget', 'activating'})","[('HNF1B', 1.0), ('PRDM16', 0.6762327077861399), ('SMAD3', 0.34594516603131115), ('NR5A2', 0.3954055522573909), ('RXRA', 1.997411413826097), ('ROR1', 0.6921103001399924)]",650
HNF1B,metacluster_74.21,0.1337946046800902,3.1624884409750487,8.09761e-08,1.0,gene is annotated for similar motif hocomoco__HNF1B_HUMAN.H11MO.0.A ('HNF1B_HUMAN'; q-value = 8.1e-08),"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'top10perTarget', 'activating'})","[('PRDM16', 0.6762327077861399), ('HNF1B', 1.0), ('GATA6', 1.3551178165652138), ('EPHB2', 4.816238658082671), ('SMAD3', 0.34594516603131115), ('AJAP1', 1.2803423907849778), ('KLF6', 0.8187301206713105)]",803
HNF1B,tfdimers__MD00442,0.12947990359947134,3.0090063146085924,1.98903e-11,1.0,gene is annotated for similar motif tfdimers__MD00289 ('M00790_forward_7_M01410_reverse dimer: HNF1 / IRX4'; q-value = 1.99e-11),"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'top10perTarget', 'activating'})","[('AJAP1', 1.2803423907849778), ('PRDM16', 0.6762327077861399), ('ROR1', 0.6921103001399924), ('HNF1B', 1.0), ('SLC44A3', 1.748302487325516), ('RXRA', 1.997411413826097), ('PKN2-AS1', 3.0921263925961022), ('DNAJC6', 0.8560906178396257), ('NR5A2', 0.3954055522573909), ('MAFK', 1.0844934629294576), ('PBX1', 3.0811482479350256), ('SMAD3', 0.34594516603131115)]",1054
HNF1B,tfdimers__MD00416,0.12953821037083108,3.011080397397329,0.0,1.0,gene is directly annotated,"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'top10perTarget', 'activating'})","[('AJAP1', 1.2803423907849778), ('PRDM16', 0.6762327077861399), ('RXRA', 1.997411413826097), ('MAFK', 1.0844934629294576), ('HNF1B', 1.0), ('NR5A2', 0.3954055522573909), ('ROR1', 0.6921103001399924)]",642
KLF6,metacluster_131.7,0.14060631638179644,3.01983293231008,1.69345e-06,1.0,gene is annotated for similar motif hocomoco__KLF6_HUMAN.H11MO.0.A ('KLF6_HUMAN'; q-value = 1.69e-06),"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'top10perTarget', 'activating'})","[('ADGRL2', 2.356341596618183), ('CREB1', 0.8457858695908564), ('SMAD2', 1.1697407937586708), ('LEPR', 0.5497861082131086), ('DNM3', 0.7248407230642883), ('TGFBR3', 0.734496317754145), ('GNG12-AS1', 0.9649352701580002), ('TEAD1', 0.8538759301280896)]",549
KLF6,metacluster_170.2,0.14524864598719842,3.1611819221490123,1.17759e-07,1.0,gene is annotated for similar motif hocomoco__KLF6_HUMAN.H11MO.0.A ('KLF6_HUMAN'; q-value = 1.18e-07),"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'top10perTarget', 'activating'})","[('ADGRL2', 2.356341596618183), ('CREB1', 0.8457858695908564), ('SMAD2', 1.1697407937586708), ('LEPR', 0.5497861082131086), ('DNM3', 0.7248407230642883), ('TGFBR3', 0.734496317754145), ('NFE2L2', 1.094589759941735), ('TEAD1', 0.8538759301280896), ('GNG12-AS1', 0.9649352701580002)]",891
KLF6,metacluster_3.3,0.14025462474502357,3.0091246755041006,3.5033e-10,1.0,motif similar to hocomoco__KLF6_HUMAN.H11MO.0.A ('KLF6_HUMAN'; q-value = 3.5e-10) which is directly annotated,"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'top10perTarget', 'activating'})","[('ADGRL2', 2.356341596618183), ('CREB1', 0.8457858695908564), ('SMAD2', 1.1697407937586708), ('LEPR', 0.5497861082131086), ('DNM3', 0.7248407230642883), ('TEAD1', 0.8538759301280896), ('F3', 1.9695496715616034), ('TGFBR3', 0.734496317754145), ('NFE2L2', 1.094589759941735)]",1062
KLF6,metacluster_3.5,0.1428747274389815,3.088901188708649,1.90177e-11,1.0,motif similar to jaspar__MA1517.1 ('KLF6'; q-value = 1.9e-11) which is directly annotated,"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'top10perTarget', 'activating'})","[('ADGRL2', 2.356341596618183), ('CREB1', 0.8457858695908564), ('TGFBR3', 0.734496317754145), ('SMAD2', 1.1697407937586708), ('LEPR', 0.5497861082131086), ('ATF3', 4.119807712509348), ('DNM3', 0.7248407230642883), ('TEAD1', 0.8538759301280896), ('GNG12-AS1', 0.9649352701580002), ('NFE2L2', 1.094589759941735)]",1259
KLF6,transfac_pro__M07461,0.14064148554547373,3.0209037579906783,0.0,1.0,gene is directly annotated,"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'top10perTarget', 'activating'})","[('ADGRL2', 2.356341596618183), ('TGFBR3', 0.734496317754145), ('SMAD2', 1.1697407937586708), ('CREB1', 0.8457858695908564), ('TEAD1', 0.8538759301280896), ('LEPR', 0.5497861082131086), ('GNG12-AS1', 0.9649352701580002), ('NFE2L2', 1.094589759941735), ('DNM3', 0.7248407230642883), ('ATF3', 4.119807712509348)]",1313
NFE2L2,tfdimers__MD00007,0.12147648941408173,3.5530969538710764,6.58339e-07,1.0,motif similar to tfdimers__MD00238 ('M01250_forward_3_M00983_forward dimer: E2F1 / MAF'; q-value = 6.58e-07) which is directly annotated,"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'top10perTarget', 'activating'})","[('GATA4', 1.3605843846329129), ('KCNAB2', 1.86047910379342), ('RUNX3', 0.7305070963776056), ('HNF4A', 2.5753158955097883), ('PPARA', 1.396306712091258), ('LEPR', 1.6739432566848889), ('E2F3', 0.7727424122746983), ('GADD45A', 2.4780693777199176), ('PPARG', 2.2811952469710484), ('ATF3', 2.622015624155043), ('GBP1', 3.204690336950082)]",1419
RUNX3,tfdimers__MD00362,0.17806499261447561,3.5167570687701533,8.44425e-08,1.0,gene is annotated for similar motif tfdimers__MD00436 ('M01814_reverse_7_M01654_forward dimer: AML2 / DRI1'; q-value = 8.44e-08),"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'top10perTarget', 'activating'})","[('SLC22A15', 0.7419308777762227), ('KAZN', 0.669653570117388), ('RUNX3', 1.0), ('HSPG2', 0.4406967922828257), ('PDE4B', 0.6278763878208811), ('WLS', 1.690690230320922)]",541
RXRA,metacluster_74.17,0.16416635893648449,3.2127930965184683,4.15864e-06,1.0,"gene is annotated for similar motif tfdimers__MD00094 ('M00096_forward_4_M00964_reverse dimer: Pbx-1 / PXR, CAR, LXR, FXR'; q-value = 4.16e-06)","frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'top10perTarget', 'activating'})","[('AJAP1', 1.924720897802762), ('RXRA', 1.0), ('TP73', 1.278145993688375), ('ATF3', 0.7972970663162202), ('TMEM51', 1.448936260303041), ('GATA4', 1.1610953887447646)]",528
RXRA,tfdimers__MD00546,0.1577501846381093,3.024271168736181,3.74878e-09,1.0,"gene is annotated for similar motif tfdimers__MD00094 ('M00096_forward_4_M00964_reverse dimer: Pbx-1 / PXR, CAR, LXR, FXR'; q-value = 3.75e-09)","frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'top10perTarget', 'activating'})","[('HNF1B', 0.9210200581920936), ('GATA4', 1.1610953887447646), ('TP73', 1.278145993688375), ('ADGRL2', 1.0742387881321693), ('TEAD1', 0.606571701165917), ('SPSB1', 0.9322113839707787)]",574
RXRA,tfdimers__MD00135,0.15869645494830134,3.0520747624019147,0.0,1.0,gene is directly annotated,"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'top10perTarget', 'activating'})","[('GATA4', 1.1610953887447646), ('HNF1B', 0.9210200581920936), ('TP73', 1.278145993688375), ('TEAD1', 0.606571701165917), ('ATF3', 0.7972970663162202), ('YAP1', 2.399390152939571), ('MFSD2A', 0.2610322469955267), ('WLS', 0.4899820981914479), ('SPSB1', 0.9322113839707787), ('PPARA', 0.9277027778044755), ('RXRA', 1.0)]",1010
TCF7L2,tfdimers__MD00198,0.10765720616163747,3.2557041379336384,3.78279e-13,1.0,motif similar to tfdimers__MD00184 ('M01735_reverse_8_M01705_forward dimer: PITX3 / TCF-4'; q-value = 3.78e-13) which is directly annotated,"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'top10perTarget', 'activating'})","[('ADGRL2', 1.1609784411470105), ('ATF2', 2.3926520788788976), ('SLC25A33', 1.558207777169867), ('SLC44A5', 0.4971448258940533), ('TTLL7', 1.1735662548849553), ('PTGFR', 2.60869071620769), ('SGIP1', 1.1820209000620328), ('RAB3B', 1.142324278652711), ('NFE2L2', 0.97536069606052), ('YAP1', 3.2044052342735627)]",1198
GATA4,tfdimers__MD00108,0.13147626877734733,3.514100622398044,3.89276e-06,1.0,motif similar to tfdimers__MD00250 ('M00789_reverse_9_M00059_forward dimer: GATA / YY1'; q-value = 3.89e-06) which is directly annotated,"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'activating', 'top50perTarget'})","[('GATA4', 1.0), ('TP73', 0.18530491136408755), ('MYC', 1.567105615063934), ('MAFG', 0.663069412205912), ('ADGRL2', 0.3609740353543828), ('RUNX3', 4.761333650252315), ('KCNAB2', 1.3935597485615194), ('KAZN', 1.5201900796094798), ('HNF1A', 0.9211396835906557), ('TXNIP', 0.7801713786364958), ('PER3', 0.17356564955177095), ('CEBPA', 0.29371815635991577), ('E2F3', 1.3676472109018827)]",1378
GATA6,tfdimers__MD00226,0.12103028064992614,3.216869699821178,3.56065e-06,1.0,gene is annotated for similar motif tfdimers__MD00562 ('M00025_forward_24_M00789_forward dimer: Elk-1 / GATA'; q-value = 3.56e-06),"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'activating', 'top50perTarget'})","[('ADGRL2', 0.36155506850670244), ('YAP1', 0.42080942494891954), ('TTLL7', 0.8976656742545183), ('E2F3', 1.48299136471218), ('KAZN', 0.3234589757086885), ('SLC44A5', 0.359880780483365), ('CACHD1', 1.53186759636724), ('FOXA3', 5.122198989565831), ('AK5', 1.3322312850468225)]",1181
HNF1A,tfdimers__MD00108,0.13903249630723782,3.6006334735938252,1.63521e-07,1.0,motif similar to tfdimers__MD00416 ('M00790_forward_6_M00790_reverse dimer: HNF1 / HNF1'; q-value = 1.64e-07) which is directly annotated,"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'activating', 'top50perTarget'})","[('ADGRL2', 2.0080321780839148), ('LEPR', 1.133134584536764), ('UAP1', 0.30304386780162484), ('FOXJ3', 1.9443391964978856), ('TGFBR3', 0.5946166415634258), ('GNG12-AS1', 0.10152555088214832), ('NFE2L2', 0.3417837167283756), ('SLC16A1', 1.9128130002350523)]",807
HNF1B,metacluster_74.6,0.14051389509120263,3.717310453102828,1.43528e-06,1.0,motif similar to tfdimers__MD00328 ('M00790_forward_8_M00775_forward dimer: HNF1 / NF-Y'; q-value = 1.44e-06) which is directly annotated,"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'activating', 'top50perTarget'})","[('PRDM16', 0.6762327077861399), ('AJAP1', 1.2803423907849778), ('RXRA', 1.997411413826097)]",31
HNF1B,metacluster_74.21,0.13371234241352067,3.453162261778072,8.09761e-08,1.0,gene is annotated for similar motif hocomoco__HNF1B_HUMAN.H11MO.0.A ('HNF1B_HUMAN'; q-value = 8.1e-08),"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'activating', 'top50perTarget'})","[('PRDM16', 0.6762327077861399), ('GATA6', 1.3551178165652138), ('PKN2-AS1', 3.0921263925961022), ('DNM3', 0.07057808577991395), ('ATP1A1', 1.036531685688027), ('SOX9', 0.5903044616359792), ('SLC44A3', 1.748302487325516), ('LRRIQ3', 0.5205077482686081), ('TMEM51', 2.6978776094190646)]",909
HNF1B,tfdimers__MD00041,0.12469513242416956,3.1029657960066137,2.57092e-12,1.0,gene is annotated for similar motif tfdimers__MD00289 ('M00790_forward_7_M01410_reverse dimer: HNF1 / IRX4'; q-value = 2.57e-12),"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'activating', 'top50perTarget'})","[('AJAP1', 1.2803423907849778), ('PRDM16', 0.6762327077861399), ('ROR1', 0.6921103001399924), ('HNF1B', 1.0), ('SLC44A3', 1.748302487325516), ('RXRA', 1.997411413826097), ('PKN2-AS1', 3.0921263925961022), ('DNAJC6', 0.8560906178396257), ('NR5A2', 0.3954055522573909), ('MAFK', 1.0844934629294576), ('PBX1', 3.0811482479350256), ('SMAD3', 0.34594516603131115)]",1054
HNF1B,tfdimers__MD00416,0.12749476143038713,3.2116934606175604,0.0,1.0,gene is directly annotated,"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'activating', 'top50perTarget'})","[('AJAP1', 1.2803423907849778), ('PRDM16', 0.6762327077861399), ('RXRA', 1.997411413826097), ('MAFK', 1.0844934629294576), ('HNF1B', 1.0), ('NR5A2', 0.3954055522573909), ('ROR1', 0.6921103001399924)]",642
RXRB,tfdimers__MD00004,0.1364520661454768,3.6641943171272287,9.39554e-06,1.0,motif similar to tfdimers__MD00121 ('M00160_forward_7_M00963_reverse dimer: SRY / T3R'; q-value = 9.4e-06) which is directly annotated,"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'activating', 'top50perTarget'})","[('PRDM16', 0.2700911640502025), ('MAFG', 1.9013152810175225), ('GATA4', 0.11507206245749359), ('SOX4', 1.4745031858799618), ('MYC', 0.045041557909080945), ('MFSD2A', 0.09392172399002241)]",545
TEAD4,metacluster_171.1,0.1373981071174572,3.3623167973160357,5.11564e-07,0.921659,gene is orthologous to ENSMUSG00000030353 in M. musculus (identity = 92%) which is annotated for similar motif hocomoco__TEAD4_MOUSE.H11MO.0.A ('TEAD4_MOUSE'; q-value = 5.12e-07),"frozenset({'hg38_10kbp_up_10kbp_down_full_tx_v10_clust', 'activating', 'top50perTarget'})","[('SMAD3', 0.25308955030278835), ('E2F3', 0.2752136899698613), ('HNF1A', 0.8384945684581719), ('TEAD4', 1.0), ('RASAL2', 0.06414152625544921), ('GATA6', 0.5352738189424661)]",977
