TF	target	importance
MAFK	TP73	0.07831493874940361
ATF2	IL12RB2	0.07815702454693522
NR1H4	RIT1	0.07812806615241327
ATF2	FAM102B	0.07804041868443738
ATF3	KIRREL1	0.07789228415644721
STAT3	AL138799.4	0.07762434294223465
E2F3	AL034417.4	0.07756538443806163
SP1	HSPA6	0.07753299552856
RUNX3	SLC44A5	0.07735959652105277
CREB1	EFNA1	0.07718277553679095
MLXIPL	F3	0.07703630513108549
TEAD1	F3	0.07696895005615428
PRKAA2	JUN	0.07685596333945773
ATF3	ORC1	0.07684760804490744
NR5A2	SPSB1	0.07684133296187917
SOX4	NR5A2	0.07669999189853444
SP1	LINC01781	0.07667584378746552
MAFG	NEGR1	0.07666604014311497
NFE2L2	CACHD1	0.07647421246033664
TBX15	TEAD4	0.07643374368647764
CEBPB	TCF7L2	0.0763730590622726
FOXA1	DNM3	0.07636181662891996
SP1	ORC1	0.0760172426014703
HNF1A	ORC1	0.07595344609726606
TEAD1	SCP2	0.07576006151515943
PPARG	PLA2G2A	0.07547639948171005
NR5A2	AC104459.1	0.07545184412445434
FOXJ3	LRRC7	0.07541803235038606
FOXJ3	KANK4	0.07530906541053298
ATF5	MYOCOS	0.07523597647274491
FOXJ3	SLC9C2	0.07520040935690099
CEBPA	DPYD-AS1	0.07467793870809039
SOX4	KCNAB2	0.07446908314625392
PBX1	AL034417.4	0.07427169079342688
PPARG	SOX4	0.07425073613228139
FOXA1	FLG-AS1	0.07411161106941427
RXRA	ZRANB2-AS2	0.07376761009454354
SMAD2	YAP1	0.07360269811946793
TBX15	PDE4B	0.0735911205718805
CEBPA	NFE2L2	0.0734817082703109
RXRA	SOX4	0.07345746961824588
TBX15	WLS	0.07343974202186769
ATF5	CLCA4-AS1	0.07320614814869265
SOX4	CTH	0.07305295624666024
JUN	PPARG	0.07294058333136047
STAT3	FHAD1	0.07294039353089521
SP1	DAB1	0.07278844104525584
TCF7L2	AL591043.2	0.07276849672165855
E2F3	PER3	0.07275572211981009
CEBPA	HNF1A	0.0726771594729935
SOX4	DPYD-AS1	0.07259763607079296
PBX1	DNM3	0.0725598386442795
MAFG	TEAD4	0.07251326924460895
TP53	SLC22A15	0.07239320970709648
GATA6	C1orf112	0.07239194466496511
PBX1	SELL	0.07232165426020545
PRKAA2	GADD45A	0.07218449093624078
SMAD2	EPHB2	0.0721599554996904
SOX9	HNF1A	0.07202091754111499
MYC	LRRIQ3	0.07195435728641308
PBX1	CLCA4-AS1	0.07156141291145018
CEBPA	PPARG	0.07153922775623645
HNF1B	LINC01767	0.07140525017988593
HNF4A	SPSB1	0.07124749095767209
E2F3	HSPG2	0.07117919344704748
SOX9	SMAD3	0.07098818786589364
TEAD4	NR1H4	0.07094948066154887
GATA6	GBP2	0.07070773951366827
ATF3	TMEM51	0.07070056085895188
NR1H4	SOX9	0.070614228049107
HNF1B	DNM3	0.07057808577991395
CEBPA	AL138799.4	0.07055625895177106
E2F3	SP1	0.07049301298310022
PBX1	SPSB1	0.07045348699021187
KLF6	SPTA1	0.0704253432161357
CTNNB1	SMAD3	0.07028335897885321
MAFG	HNF1B	0.07010349746211211
JUN	SLC9C2	0.07008683378464677
GADD45A	HNF1B	0.07002358866763675
TBX15	HSPA6	0.06997854283589505
SP1	MAFG	0.06995972210948422
RXRA	IFI44L	0.06989437876681638
GADD45A	NFIA-AS2	0.06988276670880546
CREB1	CTH	0.06978391685086034
FOXJ3	MAFK	0.0696849503497691
CTNNB1	SLAMF7	0.06960104680656495
SMAD3	F3	0.06955994097377986
SOX9	AL138799.4	0.06946051314227433
CTNNB1	AL591043.2	0.06937894763305351
CREB1	CEBPA	0.06920813013310112
RXRA	ARHGAP29-AS1	0.06920698235327072
FOXA3	AL078459.1	0.06914969895127773
PPARG	C1orf112	0.06910673297708152
TBX15	NR5A2	0.06898838149694285
NR1H4	SCP2	0.06886310230650315
FOXA1	JUN	0.06880526252682445
MLXIPL	PAPPA2	0.06874111055880791
PBX1	LINC02606	0.0687261388709232
CREB1	FDPS	0.06866793806111995
TP53	DPYD-AS1	0.06866386028613268
CEBPA	UAP1	0.06858491263963677
TP73	STAT3	0.06852905215507556
MAFK	KLF6	0.06849478592848075
NR5A2	SCP2	0.06842935089612254
SP3	ZSWIM5	0.068142369276421
MAFK	HSD17B7	0.06785650912945235
FOXJ3	HSPA6	0.06774512922011049
TEAD1	PER3	0.06773038587849863
SP1	ARHGAP29-AS1	0.06764311980530612
TBX15	TTLL7	0.06758594391345736
CREB1	MYC	0.0675744277173566
RXRA	TTLL7	0.06757269066388902
CEBPA	MLXIPL	0.06729265544706178
PBX1	ORC1	0.06723730092185214
GATA6	ATP1A1	0.06720088296641538
HNF4A	FOXA1	0.06702443199238427
TBX15	WDR78	0.06691549425640987
SP1	SLC16A1	0.0668697756192395
ATF5	KANK4	0.06682840161096008
TP53	LINC01781	0.06668696850207226
HNF1B	FAM102B	0.06662104242657917
PPARG	AC119674.1	0.06661646928700675
SMAD2	MLXIPL	0.06635261452234181
GATA4	FOXA3	0.06634918913586353
PRKAA2	GBP5	0.06633857028757255
FOXJ3	RIT1	0.06620013555143155
TP73	GATA4	0.06608029990831071
E2F3	JUN	0.06595069245048313
RXRA	AC099792.1	0.06588850438503673
PPARA	TTLL7	0.06587133018620807
TBX15	SPAG17	0.06563357170488923
SMAD3	PRAMEF33	0.06562726666704162
FOXA1	ARHGAP29-AS1	0.06534064560418397
CEBPA	PDE4B	0.06524399895619883
CREB1	AL033530.1	0.0652196829448733
SP1	DNAJB4	0.06508607499642062
FOXJ3	GATA4	0.06507748431772561
SMAD2	ROR1	0.06502991292183004
SOX4	GBP5	0.06486201371852612
GATA6	TBX15	0.06474716747686791
E2F3	ZYG11A	0.06462110777234294
SP1	AL450992.1	0.06446697356910891
RUNX3	FOXA1	0.06443355874969801
MYC	TGFBR3	0.06440672932509192
NR5A2	FHAD1	0.06440457529526646
MAFK	ZYG11A	0.06420761879028156
ATF2	SLC16A1	0.06418255788331319
TEAD4	RASAL2	0.06414152625544921
TEAD1	S100A6	0.0639915150392071
MAFG	AL034417.4	0.06391272108230767
E2F3	MFSD2A	0.06384167598211594
CEBPB	SLC16A1	0.06383208248022978
FOXA3	KLF6	0.06382690763696347
FOXA3	SORT1	0.06382634607094996
PPARA	PRDM16	0.06372757520581468
FOXA2	FMO3	0.06369723154914102
MYC	SPAG17	0.06362282925075533
CEBPA	VTCN1	0.0635879890725543
PBX1	SP1	0.06357529721196185
HNF4A	NFIA-AS2	0.06354272037416646
HNF4A	SUCO	0.0634305385023125
HNF1B	FOXA3	0.06339650777321922
TP73	LEPR	0.06338032225322625
PPARG	AJAP1	0.06323645912071695
CEBPB	HSPG2	0.06315391747667017
FOXJ3	DNAJC6	0.0629133509675142
SP3	CEBPA	0.06277831074412843
FOXA3	DNAJB4	0.06276760650940184
CTNNB1	MAFG	0.06255333987533215
CEBPB	VTCN1	0.06253208796206125
MYC	SLC44A5	0.06251668878514823
MYC	AL513323.1	0.06234911854411295
MAFG	WLS	0.062297094923700905
SMAD2	LINC01781	0.062246993609982815
NFE2L2	SOX9	0.06208723263042534
RXRB	PLA2G2A	0.061969811099673325
FOXA3	ZRANB2-AS2	0.061955230137574854
SMAD2	SP1	0.06192840583108022
SMAD3	CLIC4	0.06184423290567909
STAT3	AC096536.3	0.06169685567478605
SP3	PRAMEF33	0.06169605245034807
TP53	EFNA1	0.061625164531794466
SMAD2	MAFG	0.061439087307403766
PRDM16	SPSB1	0.061426229673317866
NR1H4	CLCA4-AS1	0.0612132691205479
TEAD4	FMO5	0.060966465933698075
SP1	FCRL1	0.06080729388079892
KLF6	PRDM16	0.06078755063193809
CEBPA	ATF5	0.06057775596038421
GATA4	WLS	0.06057536056438031
TEAD4	HMGCS2	0.06052101333047533
FOXA3	AC103591.3	0.06037287329189251
SMAD2	VTCN1	0.06028216278808982
CREB1	LINC01362	0.060155136164526106
PBX1	GBP5	0.06005960347313005
FOXJ3	SPAG17	0.06001361951015169
PRKAA2	RXRA	0.05996606404397972
GATA4	MAB21L3	0.05984720220869541
HNF1A	AL136234.1	0.059715375045144105
PBX1	FCRL1	0.05961121974118927
MAFG	AL034417.2	0.059578084054241656
NR1H4	ARHGAP29-AS1	0.059399799150745045
CTNNB1	ATF3	0.05938965246544267
RXRB	SLC44A3	0.059347397732747866
ATF3	HSD17B7	0.059081061684386926
SP1	KLF6	0.059000916093538344
RXRB	APCS	0.05898598485062005
HNF1A	LINC01362	0.05892338834581829
ATF3	NR1H4	0.05886150524980356
SP3	PLA2G2A	0.05860820126305673
SP1	HNF4A	0.05854217881573167
RXRB	SP1	0.05847527446344782
RXRB	AC119674.1	0.05841125542782982
CEBPA	MCL1	0.058338982349434396
CEBPB	RIT1	0.058195123525405325
FOXA1	FHAD1	0.05795267474246648
NFE2L2	PRAMEF33	0.05789055699524715
SOX4	MROH9	0.05754794617661752
HNF1B	AL138799.4	0.057469093183525326
GATA6	AC104170.1	0.05746177915729539
FOXA2	ATP1A1-AS1	0.057447291977039475
ATF3	MYC	0.057415533010587536
GADD45A	GATA4	0.05735476185702118
SMAD2	ARHGAP29-AS1	0.057287559924574925
KLF6	SLC44A5	0.0571245485524152
ATF3	AC099792.1	0.056994245971272096
ATF2	MFSD2A	0.056648385704404794
E2F3	CTNNB1	0.05644138025065652
TBX15	HSPG2	0.056357763434346404
TP53	LRRIQ3	0.0563524544962916
ATF2	MAN1C1	0.05619946738191137
CEBPA	WDR78	0.055922347116823014
RXRB	JUN	0.055846929775775815
CEBPB	AL034417.4	0.055715004896240525
E2F3	FCRL1	0.055702929791180716
CREB1	KIRREL1	0.05562931442372598
MAFG	TTLL7	0.05562423497309797
JUN	AL591043.2	0.05559418865597765
ATF5	LINC01781	0.05559122686943525
TP53	PER3	0.05559035585812684
MAFK	F3	0.05556376742841607
SP3	NEGR1	0.055460221419404494
TBX15	AC117944.1	0.055452669328139234
E2F3	F3	0.055421969007576184
TCF7L2	PRAMEF10	0.05537829922878027
TP53	PPARA	0.05527794861435455
FOXA3	MROH9	0.05526371248714228
GADD45A	MFSD2A	0.05525558899692772
HNF4A	NR5A2	0.05513319278149403
MAFK	MROH9	0.0548982624723415
FOXA2	CRP	0.054894924172362906
MYC	PYHIN1	0.054763263305911414
FOXJ3	EPHB2	0.05468471002264658
STAT3	SGIP1	0.05465832582284267
CEBPB	SGIP1	0.05465748513098556
E2F3	CLCA4-AS1	0.05437319433988886
GADD45A	CLCA4-AS1	0.05433738497258576
ATF5	SLC9C2	0.05430079208666016
GATA4	AL034417.4	0.05343891438776457
RXRB	MUC1	0.053284952560522784
SOX9	SMAD2	0.05321133430384506
NR5A2	WDR78	0.05308676866796052
CEBPA	AL034417.4	0.052965656069562654
CREB1	ARHGAP29-AS1	0.05295354161467612
JUN	GATA6	0.05288113765341615
SOX4	SLAMF7	0.05285734390900006
FOXJ3	FCRL1	0.05278669206980869
SOX9	ARHGAP29-AS1	0.052659509801569804
ATF5	CD247	0.05243282654574754
PRKAA2	RXRB	0.05240525710002721
E2F3	PTGFR	0.05235845211897557
PBX1	LINC01226	0.05235457424176268
TBX15	DNAJB4	0.05234771086394331
SOX9	FDPS	0.052291654594152075
ATF5	FOXA1	0.052284015935811404
TBX15	AL033530.1	0.05214674443743071
MAFG	SELL	0.05204963421124127
CREB1	SOX9	0.052002103963063054
MAFG	NR1H4	0.05194837796023754
TP53	PLPP3	0.05191582608340317
TEAD1	AC104170.1	0.05166277439847483
FOXA3	GBP1	0.051585183899148006
CEBPB	AC099788.1	0.05150397245188102
FOXA1	GATA4	0.05143061467602373
MAFK	SORT1	0.05137037792426989
CEBPB	TP73	0.05136488360009473
NFE2L2	RAB3B	0.0505548031061313
MAFK	C1orf112	0.05051685533617304
MYC	MAFK	0.05040567713866785
MAFK	AC117944.1	0.050391703519850915
SOX9	UAP1	0.050352178926749716
TEAD4	AC104170.1	0.050342068203423025
MYC	LEPR	0.0502222001690819
ATF3	IFI44L	0.050199653878101956
PRKAA2	HNF1A	0.05007165308904268
HNF4A	DNAJB4	0.05000341812599383
CEBPB	CCDC30	0.0499852283479213
HNF1B	SPSB1	0.049970213408036354
HNF1A	PKN2-AS1	0.0499376092228448
RXRB	DAB1	0.049821739561726384
MAFG	RAB3B	0.049808632858264104
PPARA	MAFG	0.049665290096773576
ATF2	AL138799.4	0.04955997266417598
NR5A2	ATF3	0.049342844031136396
E2F3	APCS	0.049287569712390476
GATA4	AC104170.1	0.0492390012974656
HNF4A	DNAJC6	0.04907395226035998
HNF4A	FHAD1	0.04906958461270892
FOXA2	TGFBR3	0.04892036624615145
SOX4	ATF3	0.04891996654909697
TP53	AL591043.2	0.04871651097223465
RUNX3	RXRB	0.0486962982752117
HNF4A	CTNNB1	0.04858925668174186
GADD45A	AGBL4	0.0485814381361795
HNF1A	GBP1	0.048419851991978624
TBX15	PRAMEF10	0.04798509257261013
SMAD3	SLC16A1	0.04783087846635905
SOX4	GATA6	0.04779719907586007
SMAD3	PAPPA2	0.04775322533008788
GATA6	RXRA	0.047728928731665454
MYC	E2F3	0.047451289973048455
JUN	MAFG	0.04741828895290623
SOX9	NFE2L2	0.04738059829948406
JUN	DNAJC6	0.04736711601539805
E2F3	FMO3	0.04733769469528159
MLXIPL	RIT1	0.04732108409621659
GATA6	FLG-AS1	0.047302797841591075
MAFK	UAP1	0.04726853891466675
RXRA	ORC1	0.04725714488173644
CTNNB1	UAP1	0.046993041001868116
MAFG	PBX1	0.046589372939258265
TP53	MAFK	0.04658585035708953
E2F3	CTH	0.046567734235017574
PPARG	LINC01781	0.04645232591118127
HNF1B	DNAJB4	0.04642624364232063
SOX9	APCS	0.04629455560194442
PBX1	LINC01708	0.046124270023201075
FOXA3	MAB21L3	0.046061452231765804
PBX1	ATF2	0.04605325848896006
GATA4	RASAL2	0.04597548562053477
PPARG	TEAD4	0.04592609823279584
FOXJ3	CEBPA	0.045831879566002855
RXRA	PBX1	0.045808103841234224
MAFG	JUN	0.04579779239348391
FOXA3	SP1	0.0457176693582352
TBX15	FOXA3	0.04567659525274639
SOX4	TP53	0.04566192748536357
MAFK	RASAL2	0.04539097186546425
CEBPB	SORT1	0.04536125473337236
SOX4	AL591043.2	0.04535073384793508
HNF1A	CRP	0.04533664868190813
ATF2	ATF3	0.045210436987804616
SOX4	ZRANB2-AS2	0.04520361548745154
FOXA1	PLPP3	0.045158607660036765
NFE2L2	CCDC30	0.04514750408292947
SMAD3	HNF4A	0.045117377413077885
PRDM16	MAFK	0.04505355565623759
RXRB	MYC	0.045041557909080945
SP3	IGSF21	0.04501806075464022
E2F3	TP53	0.045010496390611415
CEBPA	ATP1A1-AS1	0.044957694882477424
MAFG	AL078459.1	0.044855076153653035
CTNNB1	ORC1	0.044693346086360164
NR1H4	HSPA6	0.04468696569212941
NR1H4	SLC16A1	0.044596457187991205
SP1	SLC44A3	0.044535067212674216
RUNX3	TCF7L2	0.04451927925934008
TP53	RXRA	0.044503541900065384
RXRA	SLC44A3	0.04447713844565266
SP1	ANGPTL3	0.04438448274104817
SMAD3	EFNA1	0.04436271750422803
CEBPA	GBP1	0.04408487037630347
TEAD1	SPAG17	0.04406134542496871
FOXA3	PRKAA2	0.044051262295919644
JUN	SLC44A5	0.04387620379606737
MLXIPL	RAB3B	0.043791818939428157
SOX4	FCRL1	0.04377638094925744
FOXA1	MLXIPL	0.04368905142142327
GATA6	JUN	0.0436610714081814
ATF2	RAB3B	0.04362877539287893
CEBPB	KANK4	0.04360898572867135
SP3	AC099792.1	0.043488106415916904
ATF2	SP1	0.043453443406057064
RXRA	TEAD4	0.04328254416708244
NR5A2	AK5	0.04326585647685647
PPARG	GADD45A	0.043265289162035106
SOX4	AC103591.3	0.04314947827740183
PRKAA2	MROH9	0.043105891317849095
FOXJ3	SELL	0.043087388614332776
ATF2	AK5	0.0430010651820662
GATA6	KCNAB2	0.04295778363921923
TBX15	FOXA2	0.042551171775895964
ATF5	AL513323.1	0.042550871298017844
CREB1	FLG-AS1	0.04231656016245975
NR1H4	AL136234.1	0.042210673281278935
RXRA	PRAMEF33	0.042192192196923745
GATA4	JUN	0.04198899728658789
STAT3	LINC01708	0.04194575274063349
KLF6	SGIP1	0.0417205304711311
FOXA1	TEAD1	0.04164239265420058
TEAD1	AC099792.1	0.04158194851098275
RXRA	PRKAA2	0.0415441987928129
HNF4A	ST6GALNAC3	0.04144704015479852
SMAD2	RIT1	0.041278365589145535
HNF1A	SOX9	0.04123192649256649
MYC	MFSD2A	0.04109201442984128
SOX9	GNG12-AS1	0.04109004987234206
PPARA	MYOCOS	0.0410480950069364
MYC	RXRA	0.040944580398023935
MAFK	AC103591.3	0.04073261913247225
CTNNB1	LINC02798	0.04071509322185056
PBX1	PRAMEF10	0.040602664721308364
TP53	FOXA1	0.040534325594639244
SP3	SELL	0.04043492711958755
KLF6	FHAD1	0.04032388282841135
SMAD3	DAB1	0.0402997792256302
HNF1B	SPTA1	0.04029068186933221
CEBPB	SPAG17	0.040091021787566794
FOXA3	ROR1	0.039741540296471374
MAFG	EPHB2	0.039458671110896924
JUN	MYOCOS	0.03943726726590044
ATF3	HMGCS2	0.03941951776690159
PBX1	HNF1A	0.03941779488597845
TP53	KLF6	0.03932295119480732
CREB1	KANK4	0.03923973099837955
STAT3	NEGR1	0.039125537679700985
TBX15	FAM102B	0.03909413923853832
MAFK	KCNAB2	0.038865196906028944
JUN	LINC01781	0.03881095063199167
E2F3	AL136234.1	0.038802624307591536
HNF1A	PRAMEF33	0.038597224984559524
SMAD2	SLAMF7	0.03858492944966967
CREB1	PRKAA2	0.03832721941577667
GATA6	AL078459.1	0.03819869255446413
FOXJ3	SOX9	0.038188525158922675
NR1H4	MUC1	0.03805427215963484
MAFG	AGBL4	0.037899168280200915
MAFG	APCS	0.03782695887316891
FOXA3	PDE4B	0.03775767397683519
CEBPB	AL450992.1	0.03771052847652894
PRKAA2	AL033530.1	0.037587195917847836
SMAD2	IGSF21	0.03742606190876299
CREB1	RXRB	0.03737301214076007
HNF4A	CD247	0.037364405518556604
SOX4	SPSB1	0.03723228640128254
FOXA1	PBX1	0.03723065592823334
PRKAA2	CEBPA	0.037122063352619514
SP3	TP73	0.03706691707228623
SP3	SLC9C2	0.03701407480876835
SOX4	NFIA-AS2	0.036864962321239376
MAFG	GBP5	0.03682487229615136
TBX15	IL12RB2	0.03669782012822337
SMAD3	AJAP1	0.03668208199808536
MAFG	LINC02606	0.036669034508223626
CEBPB	TTLL7	0.036643264777061285
CEBPA	MAB21L3	0.03661618460821277
HNF4A	AK5	0.03661452893931913
RXRA	GBP5	0.036551858055343965
FOXJ3	TGFBR3	0.036378581996975225
GATA6	RXRB	0.03622705788027605
STAT3	F3	0.0360881727394767
SOX4	LINC02606	0.035881366825781795
HNF4A	IFI44L	0.03569743123668208
PPARG	CEBPA	0.035645325079241764
NR5A2	IL12RB2	0.03562490358566461
MLXIPL	NFIA-AS2	0.035605203180238916
ATF3	ATP1A1-AS1	0.03531623219195133
NR5A2	MUC1	0.03509813228731592
SOX9	E2F3	0.03507349627167453
E2F3	KAZN	0.035063599458979536
CEBPA	NFIA-AS2	0.03503174256313044
TEAD1	NEGR1	0.034892537853220586
ATF3	WLS	0.03475666988417371
HNF1B	FCRL1	0.034635796500673534
SP1	SUCO	0.03463018708029083
HNF1A	SLAMF7	0.03451391563185419
GATA4	SMAD3	0.034352968308526584
E2F3	TP73	0.034343602167719096
FOXA2	CTNNB1	0.03433995428712562
SP3	IL12RB2	0.03419277032995899
PBX1	C1orf112	0.03418058139172815
MYC	SOX9	0.034109229886105145
CEBPB	ROR1	0.034001109124408575
FOXA2	FOXJ3	0.03390243102501009
RXRA	RUNX3	0.033834186583492826
CEBPB	AK5	0.033695569379456905
CREB1	SLC44A5	0.03359072572373334
SOX4	TTLL7	0.03349499749661929
ATF2	IFI44L	0.033475028200771195
NFE2L2	AL136234.1	0.03309098968557703
PRDM16	FOXA3	0.03308769639441123
ATF5	CREB1	0.03298114106814744
ATF2	FHAD1	0.03280008299690935
FOXA3	CEBPB	0.03275425430958224
HNF1B	LINC01344	0.03271092860829672
SMAD2	ZSWIM5	0.03226362956218927
MAFK	AL136234.1	0.03223007882704933
FOXJ3	NFIA-AS2	0.031861617856638054
JUN	S100A6	0.03179307168039003
GATA6	LINC02798	0.03163371740359454
RXRA	KLF6	0.031633386042886104
ATF3	ST6GALNAC3	0.031613056110199364
TCF7L2	CD247	0.03150320111465732
NR5A2	MROH9	0.0314563201645853
ATF3	MAFG	0.031256477443693566
SOX9	HNF4A	0.0312471380741481
PRKAA2	GATA4	0.031217145488681
RXRB	CRP	0.030960618371790573
SOX4	DNAJB4	0.030785221530063685
E2F3	FOXJ3	0.03067490690171165
HNF1A	PRAMEF10	0.030332022387396403
KLF6	TP53	0.030286375911774112
SMAD2	AC099792.1	0.030149133982354474
FOXA1	ATF3	0.03002867355911586
SP1	SLC44A5	0.029714404377684467
ATF2	PLA2G2A	0.02966287850232337
HNF1A	CTH	0.02955061673183595
ATF5	AL136234.1	0.02950508188583469
GADD45A	DNM3	0.02928584416770753
CEBPA	EPHB2	0.02894685500675239
ATF3	CD247	0.02890563644613022
GADD45A	CD247	0.028849578005813826
SMAD2	AGBL4	0.028840051405325782
RXRA	FCRL1	0.028797346551580345
SOX4	AL078459.1	0.028742696740406116
GATA4	UAP1	0.028662295362951142
MAFG	PAPPA2	0.02861180312207477
TP53	MAN1C1	0.028596607206752767
GATA6	MAFG	0.028384232077939157
FOXJ3	PLPP3	0.028375795702998897
GATA6	MYC	0.028362373915127297
TEAD1	AL033530.1	0.02834748078411604
GATA6	ZSWIM5	0.028248297919153332
RXRA	HSPA6	0.028216029934679122
PBX1	NEGR1	0.0281627193459856
GATA6	SOX4	0.028096830169744284
MAFK	KIAA0040	0.027965359647557655
ATF5	AL139294.1	0.027911749821493623
FOXA3	AC104459.1	0.02788247742178713
TP53	RUNX3	0.027852592890869953
HNF4A	AL136234.1	0.027823043382797872
SMAD3	SGIP1	0.027822994772566476
CREB1	CD247	0.027761136433534225
SP1	KIRREL1	0.027696184584036117
SOX4	MYOCOS	0.02749833183741992
TEAD1	WDR78	0.027461958899609586
RXRB	KAZN	0.027388809147405352
PBX1	NR5A2	0.027361469043169367
RXRB	DNM3	0.027327245803582492
RUNX3	ARHGAP29-AS1	0.02725938643807904
MLXIPL	FCRL1	0.02719393296571638
TP53	ADGRL2	0.02717071257992497
GADD45A	VTCN1	0.02707922528737608
TEAD1	RXRB	0.027050024784110487
CREB1	PPARA	0.026934108399130612
SOX4	TEAD4	0.026890378477123156
CREB1	NEGR1	0.026885056834328836
PRDM16	SCP2	0.026828561154041232
TBX15	CD247	0.026749886888045287
FOXA2	ATF3	0.026714298627811488
HNF1B	NFIA-AS2	0.026708459808888464
FOXJ3	MYC	0.02622334354676615
GATA4	PRAMEF10	0.026124554100596956
SMAD2	CLCA4-AS1	0.026066358444633838
MLXIPL	PRKAA2	0.02599302625170964
KLF6	CRP	0.025967336743099256
E2F3	GBP1	0.025919843557588876
MAFG	STAT3	0.025878932974888153
TBX15	FOXA1	0.025874117604820834
SP1	JUN	0.02586274157555943
HNF1B	PLA2G2A	0.025850304347353352
CEBPB	AC099792.1	0.025828811866155682
GATA6	SGIP1	0.025684138391277114
CREB1	TXNIP	0.025683376715285693
SMAD2	HSPG2	0.025594388830983625
JUN	CLCA4-AS1	0.025563668708214204
RXRB	KCNAB2	0.025287606392679674
FOXA2	PBX1	0.025183227810715764
ATF2	SELL	0.024922765450453712
HNF1A	RUNX3	0.02491896329397604
CEBPA	ZYG11A	0.024888497855504458
PBX1	SCP2	0.02488531990117901
MAFK	TGFBR3	0.0248201003504154
CEBPA	LINC01781	0.02476833109521784
ATF3	LRRC7	0.02474933212316222
CREB1	AL139294.1	0.024661635365856912
CTNNB1	F3	0.024611950581253653
TP53	SOX4	0.024572784172069678
NR5A2	FCRL1	0.02455637483648862
FOXA2	GATA6	0.02441634446409716
TBX15	ATP1A1	0.02440884813152421
GADD45A	FAM102B	0.02433726962685909
CREB1	MAB21L3	0.024273622895529857
CEBPA	AC117944.1	0.024246845809552223
RXRA	PPARG	0.024239801140209627
GATA4	VTCN1	0.024178256533371155
FOXA2	LINC01226	0.023983841586565836
SMAD3	RXRA	0.023855024666931124
FOXA1	RASAL2	0.023698724061860174
HNF1A	SP3	0.023644718268783057
SP3	HNF1A	0.023616403585901065
NFE2L2	IGSF21	0.023583011144587294
CREB1	VTCN1	0.023459721432863116
CEBPA	AL034417.2	0.023454893640502048
MAFG	RUNX3	0.023259660861215777
SP3	ST6GALNAC3	0.02323826336467597
SP3	KANK4	0.023157233054183754
GATA6	ORC1	0.023101409194615605
RXRB	SOX9	0.023092879472792614
E2F3	ANGPTL3	0.023034241127410208
CEBPA	FLG-AS1	0.02300561105894603
PBX1	RXRA	0.022986386513964133
TP53	LINC01344	0.022974867554813504
SP3	RIT1	0.02291836718080878
GADD45A	MYC	0.022900585405062984
GADD45A	FLG-AS1	0.0228654154381779
SP3	LINC02607	0.022817220477358697
CEBPB	HNF4A	0.02275900039629162
ATF2	NEGR1	0.022395338767427237
E2F3	PRAMEF33	0.022368062615790066
E2F3	DNM3	0.022305084606361516
CREB1	FCRL1	0.022273774483400274
PRDM16	NR5A2	0.022247665475033224
NFE2L2	SELL	0.022209048406651354
ATF5	PRDM16	0.02217299479762647
MYC	MAN1C1	0.022077083969603176
SP3	GBP5	0.022070650610623792
SP1	SORT1	0.021981552139551323
FOXA1	WLS	0.021886152298880066
SP1	AC104170.1	0.021842953925959644
GATA6	CD247	0.021810174814142373
MAFG	ZYG11A	0.02180488487964264
E2F3	AL591043.2	0.021768090353981893
E2F3	ATF2	0.02175319457297214
SP3	ATP1A1	0.02174162088894981
GADD45A	FHAD1	0.021659466159431227
CEBPA	KAZN	0.021587374614202518
FOXA3	FAM102B	0.02156511455497815
GATA6	FOXA2	0.021388627793343676
CREB1	TCF7L2	0.02130358141633664
ATF5	AJAP1	0.02121598749510852
SOX4	ST6GALNAC3	0.021204613600485245
SP3	MYOCOS	0.021185485854420393
MAFK	LINC02606	0.021127114223457283
GADD45A	PTGFR	0.021044834505374865
HNF1A	LRRC7	0.020993656914772788
MAFG	DNM3	0.020984619594773858
CTNNB1	PYHIN1	0.02095775303373443
CREB1	DNM3	0.020955476780110064
NFE2L2	FLG-AS1	0.020919985772462634
RXRA	S100A6	0.020877302367212573
ATF5	LINC01708	0.02083407629408458
RXRB	AC104170.1	0.020830999245697444
CEBPA	AC099792.1	0.020797327516241422
ATF3	SLAMF7	0.02073809676616465
CEBPB	KIRREL1	0.02072469344983872
STAT3	AL033530.1	0.020574057257076152
SOX4	EFNA1	0.02043374344022625
GADD45A	KANK4	0.02033681850845368
CTNNB1	LINC01781	0.020294004880227007
ATF5	AL033530.1	0.0202296811445467
RXRB	LINC01362	0.020220409619595356
FOXA2	LINC01362	0.020178366471849823
HNF1A	ARHGAP29-AS1	0.020143124960665042
PRKAA2	CACHD1	0.020141349259494415
ATF2	TEAD4	0.020118411872892997
CREB1	F3	0.019977110048956623
MAFG	MUC1	0.019909892750933578
RXRB	PYHIN1	0.019850952449926143
GATA6	AL591043.2	0.0197746963512548
CTNNB1	FCRL1	0.019693362477614523
TBX15	VTCN1	0.01968097143294063
RXRB	FCRL1	0.019605134230654048
FOXA1	CEBPA	0.019601987637795415
PPARG	SP1	0.019450462161769946
PRKAA2	TCF7L2	0.019185332765796533
GATA6	ATF3	0.019162854797395577
CEBPA	ARHGAP29-AS1	0.019058477924246125
GADD45A	SLC9C2	0.018995912869163634
PRDM16	AC103591.3	0.018840224763890072
HNF1A	FAM102B	0.018753832626320747
FOXA1	MAFK	0.018587301150198937
