TF	target	importance
JUN	CD247	0.8581661317808316
TEAD1	MAN1C1	0.8578228523319243
GATA4	APOA2	0.8573308077112265
TCF7L2	MAN1C1	0.8568764018675941
HNF1B	DNAJC6	0.8560906178396257
MAFG	KAZN	0.8560514059768033
TEAD1	MFSD2A	0.8559570872301796
GATA6	CRP	0.8552723350599649
CREB1	NR1H4	0.8549981377490576
E2F3	SMAD2	0.8546537706731097
CTNNB1	AC104170.1	0.8544546183203555
KLF6	TEAD1	0.8538759301280896
STAT3	RXRB	0.8537168642693342
ATF2	SMAD2	0.8535850541635527
STAT3	LRRIQ3	0.8534210605201964
STAT3	MFSD2A	0.8529722239465803
GATA6	TEAD1	0.8529211227260222
MLXIPL	APOA2	0.8527704145098214
ATF3	ZRANB2-AS2	0.8525431874810656
FOXJ3	GBP5	0.8523303473931777
JUN	DNAJB4	0.8516564076483178
MAFK	MAN1C1	0.8516395992997479
PPARG	SLC25A33	0.8515103025526157
CTNNB1	SCP2	0.8512140209797261
SOX4	RXRB	0.8510863435108552
ATF3	SLC9C2	0.8507628091408009
NR5A2	PPARA	0.8504591512573543
CTNNB1	AJAP1	0.849512666019337
MAFG	CTNNB1	0.8493564554597952
PBX1	HMGCS2	0.8475411267564223
PPARG	SELL	0.8474907138008217
RXRA	E2F3	0.8471602521525546
TEAD1	GATA6	0.8468640226246228
SMAD2	TEAD1	0.846850102770875
FOXJ3	AL034417.4	0.8468096270237155
CEBPA	TBX15	0.8462988362411984
FOXJ3	SLC44A3	0.8462618538414746
SMAD2	MYC	0.8461269314097405
NR1H4	SMAD2	0.8460216655545391
KLF6	CREB1	0.8457858695908564
NFE2L2	LINC02607	0.8455797166346303
TCF7L2	AC119674.1	0.8451259148802212
GATA4	PPARG	0.8450677759203459
MLXIPL	HSD17B7	0.8445136024999806
STAT3	AC103591.3	0.8444390282011499
JUN	PLA2G2A	0.8442657391587367
MAFK	PLPP3	0.8436451772365011
PPARA	C1orf112	0.8427931023563838
SMAD2	E2F3	0.8427366709401413
HNF1A	GATA4	0.8425913041235105
GADD45A	MAB21L3	0.8423404844197719
RXRA	GNG12-AS1	0.8421543305702434
PPARA	AL450992.1	0.8420482384057857
PPARG	NFE2L2	0.8417963846341245
FOXA2	TBX15	0.8410921377891338
HNF1B	GBP2	0.8410102825157845
GADD45A	DAB1	0.8409521700005653
NR5A2	LINC02606	0.840933663198183
GATA4	C1orf112	0.8400813576794111
FOXJ3	HSD17B7	0.8400551085185085
NR1H4	AL078459.1	0.8398118963978863
JUN	PLPP3	0.8391006369396605
MAFK	VTCN1	0.838613238102536
TEAD4	HNF1A	0.8384945684581719
NR5A2	ARHGAP29-AS1	0.8384297083549161
SP3	NR1H4	0.8378125793204003
PPARG	LINC01362	0.8377854597841767
NR1H4	ADGRL2	0.8361947945135781
GADD45A	TXNIP	0.8358253311741998
MLXIPL	PPARG	0.8345415268883274
SMAD3	VTCN1	0.8343723281152647
CEBPB	GNG12-AS1	0.8325091567777024
CTNNB1	ROR1	0.8324775896055814
NR1H4	NFE2L2	0.8321963720885706
RUNX3	CACHD1	0.8318820876706629
ATF5	PPARA	0.831453459221837
NR1H4	GBP2	0.8307386540462055
CEBPB	ARHGAP29-AS1	0.8305774213468303
TEAD1	TTLL7	0.830564230014702
MYC	CLCA4-AS1	0.8303768377225971
PRKAA2	SLC22A15	0.8301025449360142
HNF4A	RXRA	0.8294589936026393
TP53	CD247	0.8286577918604172
SP3	FMO5	0.8281633243856097
ATF5	AC103591.3	0.8280583865098002
FOXJ3	DAB1	0.8263044346336419
ATF3	MFSD2A	0.8250393161624431
SOX4	PBX1	0.8246078978435202
FOXJ3	KLF6	0.8241743434904
SP1	NFIA-AS2	0.8240642202095685
E2F3	SOX9	0.8237717058940454
CEBPB	AL078459.1	0.8231994043053895
NR5A2	CD247	0.8230667447326131
TCF7L2	CACHD1	0.8228856025364032
RXRA	CEBPB	0.8225303113185615
GATA4	NFIA-AS2	0.8218655687965539
RXRA	AC104170.1	0.8214670662030175
KLF6	GATA4	0.821251046383941
TCF7L2	KCNAB2	0.8203373991835821
RXRA	APOA2	0.8195573103775419
ATF5	PBX1	0.8187689303344209
HNF1B	KLF6	0.8187301206713105
JUN	HMGCS2	0.8187110724097788
CTNNB1	SOX9	0.8177750940641902
TBX15	CLIC4	0.8176246953619921
MAFK	HNF1A	0.8170686496198621
NR5A2	PKN2-AS1	0.816567685026434
NR5A2	AL033530.1	0.8164829718308916
ATF5	CTNNB1	0.8164137951937886
MLXIPL	SORT1	0.81560216987786
CEBPA	FMO5	0.8155360684922418
KLF6	RAB3B	0.8147394716627556
ATF2	KIAA0040	0.8132370620360405
NR5A2	SPAG17	0.8131224636261138
GADD45A	PDE4B	0.8131150061270535
NR5A2	CREB1	0.8126042242962584
NR1H4	CTNNB1	0.8110460644533019
CREB1	ATF2	0.811000294601125
STAT3	E2F3	0.8108733599353849
MLXIPL	GADD45A	0.8103090897642371
CEBPA	EFNA1	0.8097899765335315
SP3	TEAD1	0.8089654460731942
PRKAA2	PKN2-AS1	0.8088661528368306
TCF7L2	ORC1	0.8085915364953289
PBX1	AL078459.1	0.8084319202029128
PPARA	CEBPB	0.8083567850688076
FOXJ3	MCL1	0.8082852559981404
TEAD1	GBP1	0.8078616429415146
JUN	LINC01344	0.8077631498312411
PPARA	MAB21L3	0.806852354938249
TCF7L2	GADD45A	0.8066146720390829
ATF2	SLC25A33	0.806581148438887
PPARA	S100A6	0.8064342516860368
RXRB	PPARA	0.8054182305721891
MLXIPL	CTNNB1	0.8047268860082728
ATF2	SUCO	0.8033771262156045
PRKAA2	SOX4	0.8021232601619694
PPARG	NR5A2	0.8019590743437752
NR1H4	LRRC7	0.8010244923363984
KLF6	KIAA0040	0.8001405276206845
CEBPB	RAB3B	0.7996251827651343
HNF1B	PTGFR	0.7974725741674189
RXRA	ATF3	0.7972970663162202
TEAD1	FLG-AS1	0.7971464015505474
NFE2L2	NR5A2	0.7971015961541225
HNF1B	SOX4	0.7970310930627262
HNF4A	HNF1A	0.7969932465915798
NR1H4	FMO5	0.7960574554976296
NR5A2	ADGRL2	0.7959152663423522
SMAD3	WLS	0.7956609054112153
RXRB	LRRC7	0.795432112859904
KLF6	PYHIN1	0.7953526080198756
TEAD1	SP3	0.7950938982155082
FOXJ3	PRDM16	0.7947135332267881
PPARG	HMGCS2	0.7945170156991352
TEAD1	SMAD3	0.7937605903532754
NFE2L2	WDR78	0.7935296773635099
TP53	CEBPB	0.7935159187926216
TCF7L2	LINC01344	0.7933704815465518
TP73	ARHGAP29-AS1	0.7928976994508927
HNF4A	KAZN	0.792890135097059
CREB1	AC099792.1	0.7928284992024064
HNF1A	NR1H4	0.7925655511599641
FOXJ3	F3	0.7920422157590425
STAT3	IFI44L	0.7918368743878101
NR5A2	SLC16A1	0.7910543225221278
RXRA	GBP2	0.7902267412539362
TCF7L2	PBX1	0.7901195915378946
FOXA1	ROR1	0.790067613327551
FOXJ3	AC096536.3	0.7898442172374947
ATF2	HNF1A	0.7898263410083258
PPARA	HSPA6	0.7896628292246213
SOX4	SOX9	0.7893549010675799
NR5A2	AL138799.4	0.7891504512851353
CTNNB1	AC119674.1	0.789048054178787
CEBPA	RASAL2	0.7887417037718999
KLF6	HNF1B	0.7886850059517818
NFE2L2	ATP1A1	0.7880621223693803
PPARA	ANGPTL3	0.7879665723267055
CTNNB1	RAB3B	0.7879387036597135
HNF4A	LINC02606	0.7866356194828447
PBX1	KLF6	0.7863189827902954
FOXJ3	ADGRL2	0.786316667861089
CREB1	FOXJ3	0.7854940487926085
ATF5	SOX4	0.7852319542363262
ATF5	AC104459.1	0.7851021013294475
NR1H4	PTGFR	0.7843291154990941
NR1H4	PRKAA2	0.7836955386464043
HNF4A	NFE2L2	0.7834051387377222
TEAD1	SPSB1	0.7833336323299437
ATF3	SCP2	0.7832253349141659
HNF4A	AL034417.4	0.7829285676629272
TBX15	EFNA1	0.7828909680673592
GATA4	DNAJB4	0.7817416260541009
PRKAA2	ATP1A1-AS1	0.7817158716294916
NFE2L2	CEBPB	0.7813867960356123
E2F3	HNF1B	0.7812846793596395
GATA4	TXNIP	0.7801713786364958
RXRA	RASAL2	0.780148759334591
SP3	LINC01781	0.7798717090733702
JUN	EPHB2	0.7796074421777599
ATF5	FDPS	0.7794522182854411
FOXA2	CEBPA	0.7791116984378093
ATF5	IFI44L	0.778179705259527
KLF6	DAB1	0.7779703554786426
MLXIPL	TCF7L2	0.7762994279831451
MAFK	PPARG	0.7760366154696836
ATF5	E2F3	0.7757542879604477
CEBPA	IFI44L	0.7755907792744514
HNF4A	ATP1A1	0.7755339688984908
PPARG	TCF7L2	0.7752976726265042
NR1H4	ZSWIM5	0.7742584307028006
ATF2	EFNA1	0.7738257134254406
HNF1A	MLXIPL	0.7736633627144692
MLXIPL	FOXJ3	0.7736063277477754
FOXJ3	AL513323.1	0.7735470025801857
TEAD1	FMO5	0.7735217968379555
ATF2	RIT1	0.7730238433076017
NFE2L2	E2F3	0.7727424122746983
MAFG	SLC44A5	0.7722471957509834
TCF7L2	VTCN1	0.7717050235143723
NR5A2	NFE2L2	0.7707231881255254
HNF1A	RXRA	0.7707040083352004
CEBPA	CACHD1	0.770111765153753
FOXJ3	PER3	0.7700379939436746
SOX4	GBP1	0.7698791018098246
SOX4	MAFG	0.7697544397864767
PPARG	WDR78	0.7692629577061753
STAT3	LINC01226	0.7687269605501059
CEBPB	PYHIN1	0.7686494735708655
MLXIPL	SPAG17	0.7685458927996169
FOXA1	CLCA4-AS1	0.7682966454511091
HNF4A	CCDC30	0.7664538446101432
SMAD2	CREB1	0.7662762176058333
TEAD1	TMEM51	0.7662242405394957
ATF5	ATF3	0.7660107091858684
FOXJ3	LINC02606	0.7651678163331264
SMAD2	KAZN	0.7643149001788999
MAFG	FHAD1	0.76413641660226
CEBPB	PLA2G2A	0.7638480606617619
PBX1	EFNA1	0.7628354902975036
NFE2L2	KAZN	0.7627075345853593
TEAD4	SLC44A3	0.7618689362018052
STAT3	ZSWIM5	0.7616428393081263
NFE2L2	TTLL7	0.7615397677402028
ATF2	RXRB	0.7612066452748417
HNF4A	MAB21L3	0.7607175345583259
PBX1	GBP1	0.7607113380397033
JUN	SPSB1	0.7605091912928418
SP3	MLXIPL	0.7593242302245413
CREB1	TBX15	0.7591124652210891
HNF1B	MLXIPL	0.7589830416241641
NR1H4	EPHB2	0.758773823833795
NFE2L2	C1orf112	0.7586136339281122
MLXIPL	PBX1	0.7585867101074536
HNF4A	FAM102B	0.7583479017476611
MLXIPL	CEBPB	0.7582348958840109
RXRB	PLPP3	0.7579934000427527
MAFK	LINC01767	0.7576106214043887
MLXIPL	MAFG	0.7572811958338999
FOXJ3	AC117944.1	0.7572810886094994
NR5A2	LRRIQ3	0.7567107442901964
NR1H4	FOXJ3	0.7566886933716833
GADD45A	GNG12-AS1	0.7565026739017727
NR1H4	E2F3	0.7562084035231389
NR5A2	NR1H4	0.7545758704869467
MAFG	ATF5	0.7542176097082709
FOXA3	C1orf112	0.7540340166841264
HNF1A	SCP2	0.7538377723800417
TCF7L2	SP1	0.7526905532815862
RXRA	AL591043.2	0.7525433853540322
TP53	LINC01226	0.7525422018882891
FOXJ3	CTNNB1	0.7523327972573695
PPARG	SLC22A15	0.7523149973929211
MAFK	MUC1	0.7522454878507366
CTNNB1	TEAD1	0.7521350256852628
MLXIPL	TBX15	0.7521232514027482
SOX4	ANGPTL3	0.7515233649508202
PPARG	AGBL4	0.7509113977717223
CTNNB1	PAPPA2	0.7507878797859941
HNF4A	MCL1	0.7498866635817658
RXRA	CCDC30	0.7498256543278582
FOXJ3	WLS	0.7498228586246174
ATF5	HSPA6	0.749494870680948
TEAD1	ST6GALNAC3	0.7491837868507765
FOXJ3	HNF4A	0.748736527773979
MLXIPL	CREB1	0.7482599510020818
PPARG	YAP1	0.7482116966682095
PPARG	CEBPB	0.7477797950220415
HNF1B	LRRC7	0.7477218833258876
TEAD1	SLC9C2	0.7474558148357877
NR5A2	LINC01226	0.747316510275888
SMAD3	PER3	0.7468215462325799
KLF6	CEBPA	0.7456142162462446
NR5A2	ANGPTL3	0.7448085100935106
HNF4A	CLIC4	0.7442912762448198
FOXA1	LEPR	0.7441840175044752
MLXIPL	FAM102B	0.743781154745477
NR1H4	CREB1	0.7431264542901436
RUNX3	SP3	0.7431018603236784
CEBPB	AL033530.1	0.7421974356105003
RUNX3	SLC22A15	0.7419308777762227
ATF2	PAPPA2	0.741319883393557
STAT3	CLCA4-AS1	0.7405524287367296
KLF6	GATA6	0.740209015030625
E2F3	LINC01767	0.7397237786721064
CEBPB	ATF2	0.7389256421770198
STAT3	SP3	0.7385413123138759
JUN	AC103591.3	0.7384326831184878
E2F3	CCDC30	0.7384282737831058
PBX1	KCNAB2	0.7384189384053742
FOXJ3	FLG-AS1	0.738048189896626
NR5A2	S100A6	0.7376818489487842
HNF1A	SGIP1	0.737625752667556
NR5A2	RXRB	0.7374926665340112
ATF3	LEPR	0.7373634430092639
RXRA	HNF1A	0.7365898427402334
TEAD1	SGIP1	0.7360045564121261
RXRB	AC103591.3	0.7359577868790889
TCF7L2	DPYD-AS1	0.7358788309825117
GATA4	ZYG11A	0.7354807504420066
CTNNB1	LINC01344	0.7349861664945629
KLF6	TGFBR3	0.734496317754145
HNF1B	DPYD-AS1	0.7339815989788598
HNF1A	ATP1A1	0.7335317225317888
HNF1B	PER3	0.7330175479164156
SMAD3	LINC01344	0.73301150542819
GADD45A	AL078459.1	0.7319226718635353
KLF6	C1orf112	0.7313387756501587
MLXIPL	FOXA2	0.731099524461752
TCF7L2	KLF6	0.730830558773584
NFE2L2	RUNX3	0.7305070963776056
SP3	TBX15	0.7301087623577074
JUN	UAP1	0.7299538964391836
PPARA	LRRIQ3	0.7297779212413126
MAFK	RXRA	0.728421783645009
NR5A2	GATA6	0.7282452485743283
MLXIPL	ATP1A1	0.7280511167228968
GATA6	TCF7L2	0.7278087034405567
SP3	CD247	0.7272588234959673
NR5A2	SP1	0.726993388371042
NR1H4	SLC44A3	0.7266504411568853
STAT3	PAPPA2	0.7264142607909976
GADD45A	RAB3B	0.7263478024750147
TEAD1	TGFBR3	0.7262796337465859
HNF1B	CLIC4	0.7262475830179922
CREB1	FOXA1	0.7261069349481302
FOXJ3	AL034417.2	0.7251474778010333
ATF5	MAB21L3	0.7250805727310741
CEBPA	LINC02607	0.7249815754161438
FOXA3	ATF5	0.7249813122112259
KLF6	DNM3	0.7248407230642883
PRKAA2	AC104170.1	0.7248358950989275
ATF2	APCS	0.7246256284352479
TEAD1	AL078459.1	0.7242726744972823
HNF4A	PLPP3	0.7237037760973486
STAT3	TCF7L2	0.7235020065221935
TBX15	AL591043.2	0.7234738726826876
PPARG	MYOCOS	0.722714463948473
FOXA3	NR5A2	0.7217435275673785
HNF4A	KLF6	0.7214109345251134
GATA4	TEAD4	0.7202420803924996
SP3	PKN2-AS1	0.7199250036436619
TCF7L2	SCP2	0.7196812445075934
FOXA3	SLC22A15	0.7195656202052056
FOXJ3	TBX15	0.7189107731084086
TCF7L2	SPSB1	0.7185972394170881
PPARG	TEAD1	0.7184719571389023
SMAD2	GADD45A	0.7184034065606029
GADD45A	WLS	0.7183633222274091
JUN	PER3	0.7183587458158571
FOXJ3	LINC02798	0.7182873110843752
SOX9	ADGRL2	0.7182577637441395
NFE2L2	DNAJB4	0.7179253380129365
E2F3	DPYD-AS1	0.7177956398814758
TEAD1	CEBPB	0.7177135465904172
ATF5	PER3	0.7162796189445139
FOXJ3	ATF3	0.7160871547327877
FOXJ3	SCP2	0.7159825675964727
ATF2	AC119674.1	0.7159402507608428
KLF6	SP3	0.7159186629180478
MAFG	SUCO	0.7158123765379507
ATF2	LRRIQ3	0.7150284240451121
HNF4A	SLC16A1	0.7148068816725952
JUN	FMO5	0.7146995737431076
JUN	DAB1	0.7143623132900346
TCF7L2	ROR1	0.7142542108801853
SMAD2	CTNNB1	0.7141115302653943
STAT3	ANGPTL3	0.7138378804316878
HNF4A	CACHD1	0.7127904535595881
JUN	AC099788.1	0.7112791293939325
HNF4A	SPTA1	0.7107819246932416
MLXIPL	APCS	0.7106924397707264
HNF1B	AL591043.2	0.7105431923489112
STAT3	AC104459.1	0.7099449966244415
PPARG	MAFG	0.709906797877477
PPARA	PRKAA2	0.7098689953409767
MLXIPL	AC103591.3	0.709230805464594
SP1	PAPPA2	0.7084798846611351
GATA4	F3	0.7084535958173126
GATA4	EFNA1	0.7083818529726698
PPARA	IGSF21	0.7083672483584038
FOXA2	CLCA4-AS1	0.7081471906886514
MLXIPL	MUC1	0.7077812698283271
RXRA	FMO5	0.7069466059681165
HNF1A	CLIC4	0.706014506359965
GATA4	TCF7L2	0.7058212098670618
ATF2	RXRA	0.7057452539952529
GATA6	PDE4B	0.7053939661928604
TCF7L2	LINC01708	0.7052787912358696
ATF2	PKN2-AS1	0.7051290227551921
RXRA	AL034417.2	0.705052129571443
CEBPB	APCS	0.7046372649728094
CTNNB1	FOXA2	0.7041815726530699
GATA4	FLG-AS1	0.7031593785305876
E2F3	DNAJC6	0.7030318628203582
SMAD3	SLC25A33	0.7028821255395628
SMAD2	MCL1	0.7027592376492326
FOXJ3	FAM102B	0.7025101233977757
HNF4A	CEBPB	0.7022598023330469
PPARG	ROR1	0.7017795342565736
PRDM16	DPYD-AS1	0.701776062323816
ATF2	PER3	0.7012812715810385
RXRB	SMAD2	0.7002559708475504
SOX4	PRDM16	0.7001988035610428
FOXA2	PYHIN1	0.7001261570427996
SMAD3	GNG12-AS1	0.6999880766587201
PRKAA2	AGBL4	0.6996336023040084
PRKAA2	DAB1	0.6995566891762726
SMAD2	TCF7L2	0.699152823552571
TCF7L2	RASAL2	0.699043221847234
CEBPB	NR5A2	0.6988409141118073
NFE2L2	VTCN1	0.6987880307175584
STAT3	CCDC30	0.6978057374837503
NR1H4	FOXA2	0.6970746616299788
NFE2L2	ATP1A1-AS1	0.6969883450167951
E2F3	SLC44A3	0.6968365659075224
SP3	HNF1B	0.6965411950133266
STAT3	FAM102B	0.6963063812126059
NR5A2	AL591043.2	0.6961874862016992
MAFG	HSPA6	0.6956570853447616
TEAD1	PPARA	0.6950891569176929
CEBPB	SPSB1	0.6950103842819924
E2F3	SCP2	0.6942023376862787
SP3	AC096536.3	0.6936294330651006
KLF6	PRAMEF10	0.693139269328464
NFE2L2	WLS	0.6926729903004988
HNF1B	ROR1	0.6921103001399924
SP3	LINC02606	0.6919217148780894
ATF2	TTLL7	0.6918629792817498
SP3	SMAD2	0.691468350692373
GADD45A	SLAMF7	0.6911310284529667
TEAD4	CRP	0.6908769589416183
NR5A2	FOXA3	0.690378832224944
MLXIPL	CD247	0.6899954147807448
TEAD1	APOA2	0.68983678352989
PPARA	TGFBR3	0.689759738763204
RXRA	EPHB2	0.6895257643622035
SOX4	PYHIN1	0.6888467823708179
E2F3	TCF7L2	0.6885188161367836
SP3	AL078459.1	0.6877463748062672
MLXIPL	ORC1	0.6871627393600522
SOX4	KLF6	0.6869992011622251
FOXJ3	LEPR	0.6866708198832435
STAT3	GATA4	0.6859254444679831
RXRA	ATP1A1	0.685892543012411
PBX1	MAN1C1	0.6855281071952074
SOX4	AC096536.3	0.6853686981440373
HNF4A	IL12RB2	0.6851082789016198
CREB1	FMO5	0.6850832707635852
SOX9	DNM3	0.6849545952522395
SP3	PRKAA2	0.6846080063741413
STAT3	TBX15	0.684265925237595
KLF6	AL513323.1	0.6835902029807668
TEAD1	TBX15	0.683176707515483
JUN	RAB3B	0.6826984583682002
TEAD4	AC096536.3	0.6823032979557503
STAT3	GADD45A	0.6822652601018915
FOXA1	ST6GALNAC3	0.681409423804257
PPARA	MUC1	0.6810162902478876
HNF4A	HMGCS2	0.6810009043180455
MAFK	MYOCOS	0.6806232571613299
HNF1A	AL591043.2	0.679774544413179
NR5A2	UAP1	0.6797510482169223
ATF2	HMGCS2	0.6792500846040691
STAT3	PTGFR	0.6782365789058051
MAFK	FOXA1	0.6770485939857519
HNF1B	PRDM16	0.6762327077861399
JUN	PYHIN1	0.6761162767214194
NR5A2	ZRANB2-AS2	0.6753263161543865
ATF3	GBP2	0.6744990381222883
GADD45A	FMO5	0.6740509319924091
NR5A2	SMAD2	0.674034965119028
GATA6	MAN1C1	0.6731882941358228
RXRA	TGFBR3	0.6730779042844458
RXRA	MCL1	0.6729738848077385
SMAD2	AC117944.1	0.6728616672848262
ATF3	APCS	0.6722447310252617
SP3	CACHD1	0.6713798231666263
PRKAA2	TTLL7	0.6710789667570736
NR1H4	LINC01362	0.6708240695063648
RXRB	STAT3	0.6705409053960569
NFE2L2	ZRANB2-AS2	0.67045925394504
CREB1	PLPP3	0.6703515973928597
TP53	ROR1	0.6701178749465448
RUNX3	KAZN	0.669653570117388
MAFG	SGIP1	0.6693548912567248
PPARG	SPAG17	0.6689673518340545
STAT3	SLC25A33	0.668627548538124
SP3	CEBPB	0.6685515721923795
MAFG	LRRC7	0.668005034035102
NFE2L2	AL033530.1	0.6671962460836762
CREB1	AL078459.1	0.6658364087366473
SMAD2	AC104170.1	0.6651731345934584
HNF1A	TBX15	0.6646665442785541
FOXJ3	KIAA0040	0.6641596327793885
GATA4	MAFG	0.663069412205912
CREB1	TGFBR3	0.6615946622686844
STAT3	AL034417.4	0.661481250748037
MAFG	PRAMEF33	0.6613395257958801
SP3	AL033530.1	0.6610676521046757
NR5A2	PBX1	0.6609298892507489
NR1H4	CRP	0.6603598648599142
SP3	LEPR	0.6603228579431648
TBX15	SOX9	0.6595023169133407
TP53	PTGFR	0.6592551915430755
PPARG	CCDC30	0.6590017072912095
PBX1	JUN	0.6585635427968121
CREB1	PER3	0.6584414489228454
SMAD2	GATA4	0.6579696996475116
CEBPA	SLC16A1	0.6577329741012358
SOX4	WLS	0.6575035786964085
SMAD3	PRDM16	0.6574129699298379
FOXJ3	FOXA3	0.6573314289635619
PPARA	CRP	0.6571746375292449
E2F3	PYHIN1	0.6555129356727424
MLXIPL	DPYD-AS1	0.6554085943096347
HNF1A	AC104170.1	0.6551183920418988
SP3	AC104459.1	0.6546823244158475
MLXIPL	FOXA3	0.6546120449589014
RXRB	GADD45A	0.654476925945129
MLXIPL	ATP1A1-AS1	0.6540250759804589
NFE2L2	IL12RB2	0.6538977842911796
PBX1	UAP1	0.6537777336271333
MAFK	AC119674.1	0.6516461455116094
FOXJ3	RXRA	0.6510865377641064
TP53	ARHGAP29-AS1	0.650785025073283
RXRA	DAB1	0.6506045692836042
SMAD3	FMO3	0.6505717802864432
CEBPB	ZSWIM5	0.6505643099026015
SMAD3	GBP2	0.6499934537213187
FOXA3	CRP	0.6498877262321284
NR5A2	PYHIN1	0.6495189211375719
GATA4	ATF2	0.6495159509773345
TCF7L2	JUN	0.6491726990019231
ATF2	ZSWIM5	0.6490682528286182
NR5A2	PPARG	0.6489485924345766
PBX1	ZSWIM5	0.6475336824988986
FOXA2	AL591043.2	0.646306377109135
ATF5	DNAJC6	0.6458505688272373
NFE2L2	TEAD4	0.645732341872901
RXRB	NEGR1	0.6451513783095502
GATA4	LEPR	0.6448892734210847
GADD45A	TEAD1	0.6444308396541604
E2F3	FOXA2	0.6443215967237764
JUN	TEAD4	0.6437739254420851
HNF1B	AC103591.3	0.6436785151344335
CREB1	AC096536.3	0.6429943594073421
TEAD4	AL034417.2	0.6428788461937525
KLF6	EFNA1	0.6428526953537246
TCF7L2	KIAA0040	0.6421618412620792
MLXIPL	SLC16A1	0.6420737438468528
CEBPA	MUC1	0.6413209304580023
CTNNB1	PRKAA2	0.6411764585827525
ATF5	CLIC4	0.640943140984392
SP3	AL136234.1	0.6408896958351011
NFE2L2	AL591043.2	0.6407647758225078
STAT3	SLC22A15	0.6404061021627229
ATF2	GATA6	0.6403448950417527
MAFG	MLXIPL	0.6393447977374271
HNF4A	PYHIN1	0.6391418079696823
RXRA	CTH	0.6390776563466669
CTNNB1	DNAJC6	0.6387752510129034
TEAD1	GBP2	0.6383668149607791
KLF6	LINC01362	0.6381469554031421
CREB1	MCL1	0.6379504450094945
SP3	MFSD2A	0.6364458366571359
SMAD2	FMO3	0.6364337336662209
ATF2	DAB1	0.6363461728688975
PBX1	ZYG11A	0.6363190328786671
NR5A2	TBX15	0.6359142375476534
TCF7L2	FAM102B	0.6349284830629603
MAFG	PYHIN1	0.6348197668220108
SOX9	RUNX3	0.6343708639891019
GATA4	CTH	0.6341505504176324
RXRA	CLCA4-AS1	0.6341032338897309
MAFG	SMAD2	0.6332947095823644
NR1H4	FAM102B	0.6332943102239779
MYC	CACHD1	0.6331339728765073
ATF2	AC104170.1	0.6329713792413604
HNF1A	RAB3B	0.6328917487681577
PPARA	FAM102B	0.6325720517285915
ATF5	RASAL2	0.6311952156522623
FOXA1	PER3	0.63022971323146
PPARG	ATF3	0.6301896978609381
SMAD3	AGBL4	0.629589570547491
NR5A2	DPYD-AS1	0.6294549946859878
HNF1B	CTNNB1	0.6290880900788228
TCF7L2	MROH9	0.6289781242084983
CTNNB1	MCL1	0.628456480423909
FOXJ3	FMO3	0.6283141797369727
CEBPB	SLC22A15	0.62790536289425
RUNX3	PDE4B	0.6278763878208811
HNF1B	GATA4	0.6265903196221098
HNF1B	PRKAA2	0.6264485589914817
TCF7L2	HSPG2	0.6259573962541967
RXRA	FAM102B	0.6257525608477331
ATF5	AC119674.1	0.6254494715369918
RXRA	PDE4B	0.6252867751921166
NR5A2	PLA2G2A	0.6245720888932734
PPARA	ATP1A1-AS1	0.6239995554769867
NR1H4	MCL1	0.623549226182755
SMAD2	PDE4B	0.6233054499375348
SMAD3	HSPG2	0.6232953077740933
TCF7L2	AL078459.1	0.6225112626656579
RUNX3	AL034417.2	0.6224692886599098
HNF1B	RASAL2	0.6221093804138169
MAFG	KIRREL1	0.6218100109195427
TEAD1	LINC02607	0.6205767172442418
ATF2	F3	0.6193813475453417
STAT3	MCL1	0.6193491350223851
FOXJ3	PBX1	0.6190631467778084
ATF5	AL591043.2	0.6189622848152809
PPARA	HSPG2	0.618367715408316
TP53	PDE4B	0.618253763336671
CEBPA	LINC02798	0.6178058254612749
MLXIPL	ZYG11A	0.6176466737126926
SP3	PDE4B	0.6170565777617626
JUN	NEGR1	0.6159519712490962
RXRB	ADGRL2	0.6146171480101559
SOX9	EFNA1	0.6141317005179192
E2F3	C1orf112	0.6139363586579816
RXRA	NFE2L2	0.6135373945301458
PPARG	PRAMEF33	0.6133609339728129
NFE2L2	PKN2-AS1	0.6133255498164119
PBX1	ATP1A1	0.6128615296704565
TCF7L2	PKN2-AS1	0.6125684058423589
TCF7L2	AC104170.1	0.6125413469256783
TCF7L2	AC096536.3	0.6125229327863534
PBX1	MAFG	0.612232403512682
HNF4A	LINC01781	0.6112474435609307
ATF5	PLA2G2A	0.6107867938727657
TEAD1	PTGFR	0.6106207647919737
ATF5	TBX15	0.6102565078662356
FOXA2	SMAD2	0.6100096113022762
CEBPB	PPARG	0.6091893111061483
ATF5	ZYG11A	0.6091100802392613
TCF7L2	CTNNB1	0.6087988406787196
CTNNB1	LRRIQ3	0.6081301911861601
FOXJ3	SP3	0.6080757533068533
ATF3	SORT1	0.6080499931860636
ATF2	S100A6	0.6072104288079674
NR5A2	ATP1A1-AS1	0.607181625079944
TBX15	LINC01344	0.6071446131437818
PPARG	LINC01767	0.6069547528859063
GATA6	NR1H4	0.6067532540459232
NR1H4	JUN	0.6066831755764657
RXRA	TEAD1	0.606571701165917
CTNNB1	SLC16A1	0.6062861710394074
MLXIPL	LINC01344	0.6059505869640766
TBX15	ZSWIM5	0.605742455437841
STAT3	PRKAA2	0.6056894084144708
NR5A2	PLPP3	0.6056726297538706
MLXIPL	WDR78	0.6053710066688833
JUN	SUCO	0.6048888821666885
GATA4	SP1	0.604630131075929
